record_id;month;day;year;plot;species_id;sex;wgt
1;7;16;1977;2;NA;M;
2;7;16;1977;3;NA;M;
3;7;16;1977;2;DM;F;
4;7;16;1977;7;DM;M;
5;7;16;1977;3;DM;M;
6;7;16;1977;1;PF;M;
7;7;16;1977;2;PE;F;
8;7;16;1977;1;DM;M;
9;7;16;1977;1;DM;F;
10;7;16;1977;6;PF;F;
11;7;16;1977;5;DS;F;
12;7;16;1977;7;DM;M;
13;7;16;1977;3;DM;M;
14;7;16;1977;8;DM;;
15;7;16;1977;6;DM;F;
16;7;16;1977;4;DM;F;
17;7;16;1977;3;DS;F;
18;7;16;1977;2;PP;M;
19;7;16;1977;4;PF;;
20;7;17;1977;11;DS;F;
21;7;17;1977;14;DM;F;
22;7;17;1977;15;NA;F;
23;7;17;1977;13;DM;M;
24;7;17;1977;13;SH;M;
25;7;17;1977;9;DM;M;
26;7;17;1977;15;DM;M;
27;7;17;1977;15;DM;M;
28;7;17;1977;11;DM;M;
29;7;17;1977;11;PP;M;
30;7;17;1977;10;DS;F;
31;7;17;1977;15;DM;F;
32;7;17;1977;10;DM;F;
33;7;17;1977;11;DM;F;
34;7;17;1977;17;DM;;
35;7;17;1977;13;DM;F;
36;7;17;1977;16;OT;F;
37;7;17;1977;11;DM;F;
38;7;17;1977;17;NA;M;
39;7;17;1977;11;DM;F;
40;7;18;1977;20;DM;M;
41;7;18;1977;23;DM;F;
42;7;18;1977;18;DS;F;
43;7;18;1977;21;DM;M;
44;7;18;1977;18;DM;F;
45;7;18;1977;22;DM;M;
46;7;18;1977;19;DM;M;
47;7;18;1977;18;DM;M;
48;7;18;1977;20;DM;F;
49;7;18;1977;12;PP;F;
50;7;18;1977;18;DM;F;
51;7;18;1977;21;DM;F;
52;7;18;1977;12;DM;F;
53;7;18;1977;22;DM;M;
54;7;18;1977;18;DM;M;
55;7;18;1977;23;DM;M;
56;7;18;1977;20;DM;M;
57;7;18;1977;22;DM;;
58;7;18;1977;12;DS;M;
59;7;18;1977;19;DM;M;
60;7;18;1977;19;PE;M;
61;7;18;1977;23;DM;M;
62;7;18;1977;19;DM;M;
63;8;19;1977;3;DM;M;40
64;8;19;1977;7;DM;M;48
65;8;19;1977;4;DM;F;29
66;8;19;1977;4;DM;F;46
67;8;19;1977;7;DM;M;36
68;8;19;1977;8;DO;F;52
69;8;19;1977;2;PF;M;8
70;8;19;1977;3;OX;F;22
71;8;19;1977;7;DM;F;35
72;8;19;1977;2;NA;M;
73;8;19;1977;3;DS;F;
74;8;19;1977;8;PF;M;7
75;8;19;1977;8;DM;F;22
76;8;19;1977;9;DS;F;
77;8;19;1977;4;SS;;
78;8;19;1977;1;PF;M;9
79;8;19;1977;7;DM;F;42
80;8;19;1977;1;DS;M;
81;8;19;1977;4;PF;F;8
82;8;19;1977;4;DM;F;41
83;8;20;1977;6;DM;F;37
84;8;20;1977;19;DM;F;43
85;8;20;1977;23;DM;F;41
86;8;20;1977;18;DM;F;40
87;8;20;1977;5;PF;F;9
88;8;20;1977;18;DM;F;45
89;8;20;1977;12;PP;F;15
90;8;20;1977;18;DM;M;29
91;8;20;1977;11;DS;F;
92;8;20;1977;6;DM;M;39
93;8;20;1977;18;DM;;42
94;8;20;1977;18;DM;F;43
95;8;20;1977;23;DM;M;46
96;8;20;1977;12;DM;M;41
97;8;20;1977;18;DM;M;41
98;8;20;1977;5;DM;M;40
99;8;20;1977;11;DM;M;45
100;8;20;1977;5;DS;F;
101;8;20;1977;5;DM;F;46
102;8;20;1977;23;DM;F;40
103;8;20;1977;18;DM;F;30
104;8;20;1977;11;DS;M;
105;8;20;1977;19;DM;M;39
106;8;20;1977;12;NA;;
107;8;20;1977;18;NA;;
108;8;20;1977;11;PP;M;
109;8;20;1977;6;DM;M;34
110;8;20;1977;10;DS;;
111;8;20;1977;11;DM;F;42
112;8;20;1977;23;DM;M;42
113;8;20;1977;5;PF;F;8
114;8;21;1977;15;DM;F;
115;8;21;1977;21;DM;M;
116;8;21;1977;13;DM;F;31
117;8;21;1977;21;OX;F;
118;8;21;1977;17;DM;M;
119;8;21;1977;20;DM;M;
120;8;21;1977;20;DM;M;
121;8;21;1977;15;NA;;
122;8;21;1977;22;DM;F;
123;8;21;1977;17;DM;M;
124;8;21;1977;14;DM;M;
125;8;21;1977;22;DM;M;
126;8;21;1977;20;DM;F;
127;8;21;1977;14;DM;M;
128;8;21;1977;15;DM;M;
129;8;21;1977;14;DM;F;
130;8;21;1977;16;DM;F;
131;8;21;1977;22;DM;M;
132;8;21;1977;22;DM;F;
133;8;21;1977;15;DM;M;
134;8;21;1977;17;DS;F;
135;8;21;1977;15;DM;F;
136;8;21;1977;13;PF;F;
137;8;21;1977;20;DM;F;
138;8;21;1977;22;DM;M;
139;8;21;1977;14;PF;M;
140;8;21;1977;20;DM;M;
141;8;21;1977;16;DM;M;
142;8;21;1977;17;DM;F;
143;8;21;1977;15;DM;M;
144;8;21;1977;15;DS;M;
145;8;21;1977;13;DM;F;
146;8;21;1977;13;DM;F;40
147;8;21;1977;13;DM;M;
148;8;21;1977;14;DM;M;
149;8;21;1977;20;DS;M;
150;8;21;1977;21;DM;M;
151;8;21;1977;13;DM;M;
152;8;21;1977;14;DM;M;
153;8;21;1977;16;DS;F;
154;8;21;1977;20;DS;F;
155;8;21;1977;20;DS;;
156;8;21;1977;21;DM;M;
157;9;11;1977;20;DM;M;37
158;9;11;1977;22;DM;M;48
159;9;11;1977;5;DS;M;
160;9;11;1977;21;DM;M;
161;9;11;1977;5;DM;M;42
162;9;11;1977;6;DM;F;45
163;9;11;1977;12;PP;F;16
164;9;11;1977;22;DM;F;36
165;9;11;1977;19;DS;F;
166;9;11;1977;21;OX;M;
167;9;11;1977;6;DM;M;42
168;9;11;1977;12;DM;M;44
169;9;11;1977;5;DM;M;
170;9;11;1977;20;DM;F;41
171;9;11;1977;12;NA;;
172;9;11;1977;22;PF;F;8
173;9;11;1977;12;DM;F;40
174;9;11;1977;12;DM;M;34
175;9;11;1977;19;DM;M;40
176;9;11;1977;12;DS;M;
177;9;11;1977;5;OX;F;20
178;9;11;1977;18;DM;M;44
179;9;11;1977;12;DM;M;44
180;9;11;1977;6;DM;M;36
181;9;11;1977;20;DM;M;33
182;9;11;1977;21;DS;M;
183;9;11;1977;5;DM;F;46
184;9;11;1977;20;DS;M;
185;9;11;1977;12;OX;F;
186;9;11;1977;19;DM;F;35
187;9;12;1977;17;DM;M;46
188;9;12;1977;14;DS;F;
189;9;12;1977;17;DM;F;37
190;9;12;1977;7;DM;M;34
191;9;12;1977;17;DS;M;
192;9;12;1977;4;DM;F;45
193;9;12;1977;7;PE;;
194;9;12;1977;11;NA;;
195;9;12;1977;4;DS;M;
196;9;12;1977;7;PF;F;7
197;9;12;1977;14;DM;M;51
198;9;12;1977;4;DM;M;39
199;9;12;1977;11;DM;M;29
200;9;12;1977;17;DS;F;
201;9;12;1977;10;DS;M;
202;9;12;1977;17;DM;F;48
203;9;12;1977;11;DM;M;46
204;9;12;1977;16;DM;F;41
205;9;12;1977;16;DS;M;
206;9;12;1977;23;DS;F;
207;9;12;1977;16;DS;F;
208;9;12;1977;14;DM;M;45
209;9;12;1977;17;DM;F;42
210;9;12;1977;11;DM;F;53
211;9;12;1977;4;DS;F;
212;9;12;1977;16;PF;;
213;9;12;1977;14;DM;F;49
214;9;12;1977;17;NA;;
215;9;12;1977;14;DM;F;46
216;9;12;1977;4;PF;F;9
217;9;13;1977;3;PP;F;15
218;9;13;1977;1;PF;M;4
219;9;13;1977;13;DM;M;48
220;9;13;1977;2;DS;M;
221;9;13;1977;3;DM;;
222;9;13;1977;1;DS;M;
223;9;13;1977;8;DS;F;
224;9;13;1977;2;NA;;
225;9;13;1977;15;DM;;
226;9;13;1977;2;DM;M;51
227;9;13;1977;15;DM;;
228;9;13;1977;9;DM;M;50
229;9;13;1977;13;DM;M;44
230;9;13;1977;15;DM;;
231;9;13;1977;15;DS;;
232;9;13;1977;9;DS;M;
233;9;13;1977;2;DM;M;44
234;9;13;1977;9;DM;M;45
235;9;13;1977;13;DM;F;45
236;9;13;1977;9;DS;F;
237;9;13;1977;9;DS;F;
238;9;13;1977;2;PE;M;19
239;9;13;1977;1;DS;M;
240;9;13;1977;9;DS;F;
241;9;13;1977;3;DS;;
242;9;13;1977;2;OX;M;22
243;10;16;1977;6;DM;F;44
244;10;16;1977;22;DM;F;42
245;10;16;1977;2;DM;M;39
246;10;16;1977;13;DM;M;47
247;10;16;1977;2;DS;M;
248;10;16;1977;22;OT;M;21
249;10;16;1977;13;DM;M;42
250;10;16;1977;18;DS;F;
251;10;16;1977;2;DM;M;49
252;10;16;1977;6;DS;F;
253;10;16;1977;20;DM;M;39
254;10;16;1977;20;DM;F;43
255;10;16;1977;18;DM;M;50
256;10;16;1977;6;DM;M;41
257;10;16;1977;2;DM;M;47
258;10;16;1977;18;DM;F;37
259;10;16;1977;2;DM;M;41
260;10;16;1977;22;DM;F;36
261;10;16;1977;6;DM;M;45
262;10;16;1977;20;PE;M;20
263;10;16;1977;1;DM;M;40
264;10;16;1977;9;DS;F;
265;10;16;1977;9;DM;M;49
266;10;16;1977;2;NA;;
267;10;16;1977;22;DS;F;
268;10;16;1977;2;DM;F;55
269;10;16;1977;6;DM;M;46
270;10;16;1977;1;DM;F;38
271;10;16;1977;9;DS;F;
272;10;16;1977;18;NA;;
273;10;16;1977;9;DM;M;44
274;10;16;1977;2;OL;F;21
275;10;16;1977;20;DM;M;41
276;10;16;1977;1;DS;F;
277;10;16;1977;6;OL;;21
278;10;16;1977;9;DS;M;
279;10;16;1977;2;PE;F;
280;10;16;1977;18;DM;M;46
281;10;16;1977;20;NA;;
282;10;16;1977;22;NA;;
283;10;16;1977;6;DM;M;36
284;10;16;1977;13;DM;M;44
285;10;16;1977;1;DM;M;53
286;10;16;1977;20;DS;M;
287;10;17;1977;17;DM;M;41
288;10;17;1977;17;DM;M;48
289;10;17;1977;14;DM;M;47
290;10;17;1977;17;DM;F;
291;10;17;1977;11;DS;F;
292;10;17;1977;3;DO;F;33
293;10;17;1977;4;DM;F;42
294;10;17;1977;3;DO;F;50
295;10;17;1977;11;DM;M;41
296;10;17;1977;17;OT;;21
297;10;17;1977;11;NA;;
298;10;17;1977;19;DM;M;49
299;10;17;1977;17;OT;M;
300;10;17;1977;14;DS;F;
301;10;17;1977;17;DS;F;
302;10;17;1977;19;DM;F;44
303;10;17;1977;3;DM;M;31
304;10;17;1977;21;DM;M;40
305;10;17;1977;14;DM;F;40
306;10;17;1977;16;DM;M;23
307;10;17;1977;19;DM;M;42
308;10;17;1977;4;DS;F;
309;10;17;1977;17;DS;M;
310;10;17;1977;11;DS;;
311;10;17;1977;19;RM;M;13
312;10;17;1977;11;DM;F;42
313;10;17;1977;19;DM;M;31
314;10;17;1977;14;NA;;
315;10;17;1977;3;DM;M;39
316;10;17;1977;15;DM;M;48
317;10;17;1977;17;DO;F;48
318;10;17;1977;17;DM;M;29
319;10;17;1977;14;DM;M;45
320;10;17;1977;17;DM;F;39
321;10;17;1977;17;OL;F;23
322;10;17;1977;4;DS;F;
323;10;17;1977;17;DO;F;31
324;10;17;1977;7;;;
325;10;17;1977;10;;;
326;10;17;1977;23;;;
327;10;18;1977;8;DS;F;
328;10;18;1977;16;DM;F;43
329;10;18;1977;5;DS;F;
330;10;18;1977;5;DM;M;43
331;10;18;1977;12;DS;F;
332;10;18;1977;12;PF;M;8
333;10;18;1977;19;OX;;
334;10;18;1977;5;DM;F;45
335;10;18;1977;5;DS;M;
336;10;18;1977;12;DM;M;40
337;10;18;1977;8;DO;F;41
338;10;18;1977;12;DM;M;41
339;10;18;1977;8;DS;F;
340;10;18;1977;12;DM;F;39
341;10;18;1977;5;DS;M;
342;10;18;1977;16;DM;M;25
343;10;18;1977;21;PF;;
344;10;18;1977;3;NA;;
345;11;12;1977;22;DM;F;45
346;11;12;1977;2;DM;F;36
347;11;12;1977;6;DM;F;40
348;11;12;1977;13;DM;M;44
349;11;12;1977;2;NA;;
350;11;12;1977;2;DM;M;47
351;11;12;1977;22;OL;;
352;11;12;1977;1;DM;M;40
353;11;12;1977;18;NA;;
354;11;12;1977;2;DM;M;44
355;11;12;1977;2;OT;;
356;11;12;1977;1;DO;F;44
357;11;12;1977;9;DS;F;117
358;11;12;1977;13;PF;F;7
359;11;12;1977;18;DM;M;40
360;11;12;1977;20;DM;F;39
361;11;12;1977;2;DM;F;40
362;11;12;1977;1;DS;F;121
363;11;12;1977;2;NA;;
364;11;12;1977;9;DM;M;46
365;11;12;1977;1;DM;F;35
366;11;12;1977;2;OL;;
367;11;12;1977;20;DS;M;115
368;11;12;1977;9;PF;F;7
369;11;12;1977;20;DM;F;39
370;11;12;1977;9;DM;M;40
371;11;12;1977;13;DM;M;40
372;11;12;1977;22;DM;F;35
373;11;12;1977;6;DM;M;36
374;11;12;1977;18;DM;M;44
375;11;12;1977;9;PF;F;6
376;11;12;1977;1;PF;F;7
377;11;12;1977;9;DS;F;120
378;11;12;1977;1;DO;M;48
379;11;13;1977;14;DM;M;44
380;11;13;1977;17;DM;F;38
381;11;13;1977;17;DS;F;118
382;11;13;1977;17;DM;M;40
383;11;13;1977;11;DS;F;126
384;11;13;1977;11;DM;M;37
385;11;13;1977;17;DS;M;132
386;11;13;1977;21;OL;;
387;11;13;1977;21;OL;;
388;11;13;1977;11;DM;F;39
389;11;13;1977;14;DS;F;113
390;11;13;1977;11;NA;;
391;11;13;1977;11;PF;M;7
392;11;13;1977;11;DS;F;122
393;11;13;1977;14;NA;;
394;11;13;1977;4;DS;F;107
395;11;13;1977;14;DM;M;43
396;11;13;1977;14;DM;F;40
397;11;13;1977;17;RM;F;7
398;11;13;1977;4;DS;F;115
399;11;13;1977;17;DM;F;39
400;11;13;1977;21;OL;;
401;11;13;1977;3;;;
402;11;13;1977;15;;;
403;11;13;1977;19;;;
404;11;14;1977;12;DM;M;40
405;11;14;1977;12;DS;;
406;11;14;1977;12;NA;;
407;11;14;1977;5;DS;F;116
408;11;14;1977;8;PF;F;6
409;11;14;1977;12;DM;F;38
410;11;14;1977;5;DS;M;137
411;11;14;1977;5;DM;M;42
412;11;14;1977;5;DS;M;126
413;11;14;1977;8;DS;F;112
414;11;14;1977;8;DO;F;39
415;11;14;1977;5;DM;F;41
416;11;14;1977;7;;;
417;11;14;1977;10;;;
418;11;14;1977;16;;;
419;11;14;1977;23;;;
420;12;10;1977;13;DM;F;48
421;12;10;1977;9;DS;F;121
422;12;10;1977;2;DM;F;42
423;12;10;1977;13;DM;M;42
424;12;10;1977;2;DM;M;52
425;12;10;1977;20;DM;F;38
426;12;10;1977;22;DM;M;45
427;12;10;1977;2;DM;F;37
428;12;10;1977;9;DO;F;40
429;12;10;1977;1;DM;M;38
430;12;10;1977;9;PF;F;7
431;12;10;1977;2;OT;;
432;12;10;1977;2;PF;;
433;12;10;1977;9;DM;M;44
434;12;10;1977;13;PF;F;7
435;12;10;1977;2;NA;;
436;12;10;1977;18;DM;F;33
437;12;10;1977;18;DM;F;38
438;12;10;1977;2;DM;M;47
439;12;10;1977;20;DM;F;39
440;12;10;1977;1;PF;F;7
441;12;10;1977;2;OL;;
442;12;10;1977;9;OT;;
443;12;10;1977;13;DM;M;42
444;12;10;1977;6;DM;M;36
445;12;10;1977;9;OL;;
446;12;10;1977;2;OT;;
447;12;10;1977;18;DM;M;44
448;12;10;1977;20;DS;M;116
449;12;10;1977;2;DM;M;43
450;12;10;1977;1;DO;M;45
451;12;10;1977;9;DS;F;116
452;12;10;1977;2;OT;;
453;12;10;1977;9;DM;M;42
454;12;10;1977;1;DM;F;38
455;12;10;1977;7;;;
456;12;10;1977;10;;;
457;12;10;1977;16;;;
458;12;10;1977;19;;;
459;12;10;1977;23;;;
460;12;11;1977;12;DS;F;114
461;12;11;1977;14;DM;M;41
462;12;11;1977;17;DM;M;40
463;12;11;1977;4;DS;M;134
464;12;11;1977;5;DS;M;139
465;12;11;1977;5;NA;;
466;12;11;1977;4;DS;F;118
467;12;11;1977;8;DO;F;41
468;12;11;1977;11;DM;M;37
469;12;11;1977;12;NA;;
470;12;11;1977;4;PF;M;6
471;12;11;1977;5;OT;;
472;12;11;1977;11;DS;F;127
473;12;11;1977;21;OT;;
474;12;11;1977;8;PF;F;6
475;12;11;1977;11;NA;;
476;12;11;1977;8;DS;F;120
477;12;11;1977;17;DS;F;115
478;12;11;1977;3;OT;;
479;12;11;1977;14;DM;F;40
480;12;11;1977;14;DS;F;114
481;12;11;1977;17;DM;F;37
482;12;11;1977;17;DM;M;46
483;12;11;1977;8;DS;M;149
484;12;11;1977;11;DM;F;38
485;12;11;1977;11;DS;M;127
486;12;11;1977;14;NA;;
487;12;11;1977;12;DM;F;36
488;12;11;1977;12;DM;M;41
489;12;11;1977;11;OT;;
490;12;11;1977;14;DM;M;44
491;12;11;1977;11;DS;M;138
492;12;11;1977;12;DS;M;110
493;12;11;1977;4;DS;F;110
494;12;11;1977;4;OT;;
495;12;11;1977;17;NA;;
496;12;11;1977;17;DM;F;37
497;12;11;1977;5;OT;;
498;12;11;1977;3;PF;M;7
499;12;11;1977;11;DS;F;121
500;12;11;1977;21;OT;;
501;12;11;1977;21;OT;;
502;12;11;1977;5;DM;F;43
503;12;11;1977;15;;;
504;1;8;1978;3;OL;;
505;1;8;1978;13;DM;M;43
506;1;8;1978;2;NA;;
507;1;8;1978;2;DM;M;44
508;1;8;1978;20;DM;F;36
509;1;8;1978;3;NA;;
510;1;8;1978;13;PF;F;8
511;1;8;1978;2;DM;M;38
512;1;8;1978;9;DS;F;122
513;1;8;1978;2;OL;;
514;1;8;1978;9;PF;M;7
515;1;8;1978;9;DO;F;42
516;1;8;1978;9;DM;M;46
517;1;8;1978;2;PE;M;22
518;1;8;1978;2;DM;M;38
519;1;8;1978;2;DM;M;48
520;1;8;1978;3;PF;M;7
521;1;8;1978;2;DM;M;43
522;1;8;1978;2;DM;F;35
523;1;8;1978;2;DM;M;43
524;1;8;1978;20;DM;;
525;1;8;1978;6;DM;M;36
526;1;8;1978;9;DS;F;117
527;1;8;1978;2;DM;F;37
528;1;8;1978;20;DS;M;122
529;1;8;1978;9;DM;M;43
530;1;8;1978;13;DM;M;42
531;1;8;1978;20;NA;;
532;1;8;1978;2;PF;F;7
533;1;8;1978;2;DM;M;45
534;1;8;1978;2;OT;;
535;1;8;1978;7;;;
536;1;8;1978;22;;;
537;1;9;1978;14;OT;;
538;1;9;1978;17;DM;M;40
539;1;9;1978;17;DM;F;37
540;1;9;1978;17;DS;F;117
541;1;9;1978;11;DM;M;40
542;1;9;1978;1;DM;M;40
543;1;9;1978;4;DS;M;132
544;1;9;1978;14;OL;;
545;1;9;1978;1;DM;F;36
546;1;9;1978;11;NA;;
547;1;9;1978;8;OT;;
548;1;9;1978;8;DS;M;150
549;1;9;1978;11;DM;M;44
550;1;9;1978;14;DM;F;40
551;1;9;1978;4;DS;F;126
552;1;9;1978;11;DS;F;122
553;1;9;1978;8;DS;F;136
554;1;9;1978;14;NA;;
555;1;9;1978;14;DS;F;116
556;1;9;1978;17;DM;F;38
557;1;9;1978;11;DM;F;39
558;1;9;1978;1;DS;F;135
559;1;9;1978;14;DM;M;46
560;1;9;1978;17;DS;M;133
561;1;9;1978;11;DS;M;136
562;1;9;1978;19;;;
563;1;9;1978;23;;;
564;1;10;1978;18;DS;F;141
565;1;10;1978;12;NA;;
566;1;10;1978;18;DM;F;38
567;1;10;1978;12;DM;F;35
568;1;10;1978;21;OT;;
569;1;10;1978;5;DS;M;135
570;1;10;1978;5;OT;;
571;1;10;1978;18;DM;F;33
572;1;10;1978;18;DM;M;51
573;1;10;1978;5;DS;F;122
574;1;10;1978;18;DM;F;33
575;1;10;1978;18;DM;M;47
576;1;10;1978;18;DM;M;49
577;1;10;1978;21;OT;;
578;1;10;1978;18;DM;M;46
579;1;10;1978;5;DM;F;45
580;1;10;1978;12;DM;M;41
581;1;10;1978;10;;;
582;1;10;1978;15;;;
583;1;10;1978;16;;;
584;2;18;1978;3;OT;M;24
585;2;18;1978;2;DS;M;157
586;2;18;1978;13;DM;M;51
587;2;18;1978;2;OX;;
588;2;18;1978;2;NA;M;218
589;2;18;1978;20;DM;F;38
590;2;18;1978;2;PF;F;7
591;2;18;1978;6;DM;F;
592;2;18;1978;22;DM;M;45
593;2;18;1978;2;DM;M;52
594;2;18;1978;9;DM;M;50
595;2;18;1978;2;DM;M;51
596;2;18;1978;9;DS;F;126
597;2;18;1978;20;DM;F;39
598;2;18;1978;2;OT;F;24
599;2;18;1978;3;OT;F;23
600;2;18;1978;2;DM;F;40
601;2;18;1978;2;DM;M;41
602;2;18;1978;13;DM;M;46
603;2;18;1978;2;OT;M;25
604;2;18;1978;2;PE;M;25
605;2;18;1978;19;;;
606;2;18;1978;23;;;
607;2;19;1978;5;DM;F;39
608;2;19;1978;17;DM;F;42
609;2;19;1978;4;DS;F;
610;2;19;1978;17;DM;M;39
611;2;19;1978;21;OT;F;23
612;2;19;1978;4;DS;;
613;2;19;1978;5;DS;M;
614;2;19;1978;4;DS;F;124
615;2;19;1978;5;DS;F;114
616;2;19;1978;11;DM;M;44
617;2;19;1978;11;DM;M;48
618;2;19;1978;14;DS;F;
619;2;19;1978;14;DM;F;44
620;2;19;1978;8;DS;F;132
621;2;19;1978;4;PF;;
622;2;19;1978;17;DS;F;137
623;2;19;1978;21;OT;;
624;2;19;1978;4;DM;M;39
625;2;19;1978;5;DM;F;56
626;2;19;1978;17;OL;F;35
627;2;19;1978;17;DM;;
628;2;19;1978;11;DM;;
629;2;19;1978;14;NA;;197
630;2;19;1978;5;OT;F;22
631;2;19;1978;5;OT;M;25
632;2;19;1978;7;;;
633;2;19;1978;8;DS;M;154
634;2;19;1978;10;;;
635;2;20;1978;15;DM;M;49
636;2;20;1978;18;DM;F;44
637;2;20;1978;18;DM;F;35
638;2;20;1978;12;DM;F;36
639;2;20;1978;1;DM;F;39
640;2;20;1978;12;DS;F;133
641;2;20;1978;15;DM;M;50
642;2;20;1978;1;DM;M;43
643;2;20;1978;15;DM;F;40
644;2;20;1978;18;DM;M;45
